"","station","cldd","cdd","qual","lat","long"
"3256","USC00323908","552R",552,"R",46.0667,-96.9
"3257","USC00323963","317S",317,"S",48.9989,-99.3464
"3258","USC00324013","397R",397,"R",47.8083,-99.8758
"3259","USC00324083","395R",395,"R",46.5172,-100.3486
"3260","USC00324091","504R",504,"R",46.5917,-101.8075
"3261","USC00324102","394R",394,"R",46.9028,-102.0478
"3262","USC00324178","436R",436,"R",45.9925,-102.6442
"3263","USC00324203","482R",482,"R",47.4389,-97.0664
"3264","USC00324343","298R",298,"R",47.35,-100.0167
"3265","USC00324418","458S",458,"S",46.8844,-98.685
"3266","USC00324571","496S",496,"S",47.8967,-102.9208
"3267","USC00324646","334S",334,"S",48.6692,-102.0975
"3268","USC00324722","421R",421,"R",47.3714,-102.7606
"3269","USC00324937","567S",567,"S",46.3547,-98.2928
"3270","USC00324958","231S",231,"S",48.7622,-98.3447
"3271","USC00325013","367R",367,"R",47.8742,-97.7106
"3272","USC00325078","320R",320,"R",48.2881,-99.4317
"3273","USC00325210","572R",572,"R",46.2667,-100.2306
"3274","USC00325220","588R",588,"R",46.4386,-97.6856
"3275","USC00325479","501S",501,"S",46.8128,-100.9097
"3276","USC00325638","435R",435,"R",47.8214,-101.2922
"3277","USC00325660","418R",418,"R",47.4989,-97.3514
"3278","USC00325710","583S",583,"S",47.4825,-100.4444
"3279","USC00325730","419S",419,"S",47.5808,-98.6422
"3280","USC00325754","594S",594,"S",46.4025,-97.2381
"3281","USC00325764","421R",421,"R",47.7619,-98.1817
"3282","USC00325813","541R",541,"R",46.9161,-103.5264
"3283","USC00325848","310R",310,"R",48.0781,-99.2656
"3284","USC00325993","379S",379,"S",48.1803,-101.2964
"3285","USC00326015","609R",609,"R",46.6706,-100.2294
"3286","USC00326025","283R",283,"R",48.7603,-101.5089
"3287","USC00326155","472S",472,"S",46.3719,-102.3164
"3288","USC00326255","471S",471,"S",46.5067,-99.7692
"3289","USC00326315","465S",465,"S",46.5414,-102.8692
"3290","USC00326365","432S",432,"S",46.8925,-101.4897
"3291","USC00326620","486R",486,"R",46.1458,-98.0919
"3292","USC00326857","497R",497,"R",48.4,-97.75
"3293","USC00327027","336S",336,"S",48.0356,-98.01
"3294","USC00327047","520R",520,"R",47.1167,-99.5333
"3295","USC00327281","296R",296,"R",48.5722,-102.6467
"3296","USC00327311","524S",524,"S",46.1758,-101.8561
"3297","USC00327530","544C",544,"C",46.8886,-102.3192
"3298","USC00327664","174S",174,"S",48.8811,-99.5861
"3299","USC00327704","332S",332,"S",48.3542,-99.9925
"3300","USC00327986","341R",341,"R",47.5983,-97.9
"3301","USC00328276","281S",281,"S",48.3567,-102.4117
"3302","USC00328366","465R",465,"R",46.8917,-99.9325
"3303","USC00328415","420R",420,"R",46.7153,-99.4475
"3304","USC00328737","465R",465,"R",48.3989,-102.9181
"3305","USC00328792","353S",353,"S",48.3706,-100.3908
"3306","USC00328812","509S",509,"S",47.2842,-103.9006
"3307","USC00328840","394S",394,"S",47.5214,-100.8883
"3308","USC00328850","483R",483,"R",47.1333,-100
"3309","USC00328853","308R",308,"R",47.3014,-99.9189
"3310","USC00328872","459S",459,"S",47.455,-101.1461
"3311","USC00328913","337C",337,"C",48.6147,-100.7264
"3312","USC00328937","399S",399,"S",46.9558,-98.0203
"3313","USC00328990","327R",327,"R",48.0797,-100.875
"3314","USC00329100","626R",626,"R",46.3233,-96.6108
"3315","USC00329195","472S",472,"S",47.2844,-101.0267
"3316","USC00329233","416R",416,"R",47.8039,-103.2892
"3317","USC00329246","596S",596,"S",47.6,-103.2597
"3318","USC00329333","406S",406,"S",48.9097,-101.0192
"3319","USC00329400","288S",288,"S",48.6631,-103.2131
"3320","USC00329430","598S",598,"S",48.1375,-103.7372
"3321","USC00329445","256S",256,"S",48.6061,-100.2911
"3322","USC00329455","382R",382,"R",47.1603,-100.7892
"3323","USC00329515","364R",364,"R",46.2608,-99.56
"3324","USC00330061","884R",884,"R",41.0803,-81.5169
"3325","USC00330256","637R",637,"R",40.8333,-82.35
"3326","USC00330264","598R",598,"R",41.85,-80.8
"3327","USC00330279","775R",775,"R",39.3428,-82.0964
"3328","USC00330430","707R",707,"R",39.9917,-81.185
"3329","USC00330563","776S",776,"S",40.3533,-83.7747
"3330","USC00330676","881R",881,"R",39.5475,-81.6283
"3331","USC00330862","747S",747,"S",41.3831,-83.6111
"3332","USC00331072","692S",692,"S",40.8128,-82.9694
"3333","USC00331152","569R",569,"R",40.2686,-80.9981
"3334","USC00331197","915S",915,"S",40.0167,-81.5833
"3335","USC00331245","477R",477,"R",41.0167,-80.7667
"3336","USC00331288","762R",762,"R",39.1469,-82.2194
"3337","USC00331390","875S",875,"S",40.5694,-84.5364
"3338","USC00331404","741S",741,"S",40.3,-82.65
"3339","USC00331458","445C",445,"C",41.5833,-81.1833
"3340","USC00331515","1044R",1044,"R",39.1547,-84.6233
"3341","USC00331528","969R",969,"R",39.3744,-83.0036
"3342","USC00331536","1062S",1062,"S",38.7983,-84.173
"3343","USC00331541","598S",598,"S",41.0517,-81.9361
"3344","USC00331550","1100S",1100,"S",39.1169,-84.6961
"3345","USC00331592","922S",922,"S",39.6106,-82.9547
"3346","USC00331783","980R",980,"R",39.9047,-82.92
"3347","USC00331890","746S",746,"S",40.2403,-81.8711
"3348","USC00331905","801S",801,"S",40.3708,-81.7908
"3349","USC00332044","551C",551,"C",40.4397,-82.3039
"3350","USC00332067","1264S",1264,"S",39.7633,-84.1911
"3351","USC00332098","823S",823,"S",41.2778,-84.3853
"3352","USC00332119","880R",880,"R",40.3175,-83.0739
"3353","USC00332160","671R",671,"R",40.3886,-81.3433
"3354","USC00332251","513S",513,"S",41.6833,-80.6667
"3355","USC00332485","888S",888,"S",39.7347,-84.6336
"3356","USC00332599","907S",907,"S",41.3833,-82.05
"3357","USC00332651","1149R",1149,"R",39.35,-84.5833
"3358","USC00332791","917S",917,"S",41.0461,-83.6622
"3359","USC00332928","945R",945,"R",39.5536,-84.3189
"3360","USC00332956","526R",526,"R",40.4167,-82.5333
"3361","USC00332974","843R",843,"R",41.3333,-83.1167
"3362","USC00332976","840R",840,"R",41.3119,-83.1719
"3363","USC00333029","1499S",1499,"S",38.8203,-82.1822
"3364","USC00333375","778S",778,"S",40.1,-84.65
"3365","USC00333500","768S",768,"S",39.6667,-80.8667
"3366","USC00333722","729R",729,"R",41.3214,-84.7475
"3367","USC00333758","820S",820,"S",39.2333,-83.6092
"3368","USC00333780","471S",471,"S",41.3,-81.15
"3369","USC00333874","936S",936,"S",41.2167,-83.7667
"3370","USC00333987","916R",916,"R",40.1167,-83.4833
"3371","USC00334004","849R",849,"R",39.08,-82.7078
"3372","USC00334189","884S",884,"S",40.6489,-83.6061
"3373","USC00334260","646R",646,"R",41.6167,-81.3
"3374","USC00334383","752R",752,"R",39.7333,-82.6333
"3375","USC00334403","1002R",1002,"R",39.7156,-82.6072
"3376","USC00334551","827S",827,"S",40.7247,-84.1294
"3377","USC00334672","679R",679,"R",39.5325,-82.3936
"3378","USC00334681","783R",783,"R",39.8833,-83.45
"3379","USC00334874","594S",594,"S",40.7667,-82.6167
"3380","USC00334927","894S",894,"S",39.4089,-81.4328
"3381","USC00334942","717S",717,"S",40.6167,-83.1333
"3382","USC00334979","927S",927,"S",40.2411,-83.3669
"3383","USC00335041","766S",766,"S",39.6522,-81.8561
"3384","USC00335268","1051R",1051,"R",39.1814,-84.2867
"3385","USC00335297","585R",585,"R",40.55,-81.9167
"3386","USC00335315","545S",545,"S",40.7692,-80.8561
"3387","USC00335356","815R",815,"R",41.15,-80.7833
"3388","USC00335438","692S",692,"S",41.5886,-84.585
"3389","USC00335669","810R",810,"R",41.3939,-84.1144
"3390","USC00335747","727S",727,"S",40.0875,-82.4128
"3391","USC00335857","634S",634,"S",39.7333,-82.2156
"3392","USC00335894","743R",743,"R",40.4878,-81.4317
"3393","USC00335939","851R",851,"R",39.3933,-81.2192
"3394","USC00336118","753R",753,"R",41.2667,-82.6167
"3395","USC00336196","663S",663,"S",41.2667,-82.2167
"3396","USC00336389","764R",764,"R",41.75,-81.3
"3397","USC00336405","794S",794,"S",40.9461,-83.9614
"3398","USC00336465","703S",703,"S",41.1244,-84.5922
"3399","USC00336600","915S",915,"S",39.8386,-81.9167
"3400","USC00336781","1072S",1072,"S",38.7569,-82.8872
"3401","USC00336882","849R",849,"R",41.65,-82.8
"3402","USC00337120","706R",706,"R",38.7872,-83.7972
"3403","USC00337693","757S",757,"S",40.2706,-84.1506
"3404","USC00337857","1155R",1155,"R",38.4239,-82.5936
"3405","USC00337935","796S",796,"S",39.9667,-83.8167
"3406","USC00338025","776S",776,"S",40.3764,-80.6283
"3407","USC00338313","834S",834,"S",41.1167,-83.1667
"3408","USC00338366","1057R",1057,"R",41.65,-83.5333
"3409","USC00338534","788S",788,"S",40.8333,-83.2833
"3410","USC00338552","812S",812,"S",40.0986,-83.7822
"3411","USC00338609","898S",898,"S",40.8494,-84.5808
"3412","USC00338769","491C",491,"C",41.2,-80.8167
"3413","USC00338794","874R",874,"R",39.5467,-83.4153
"3414","USC00338810","804R",804,"R",38.7003,-82.4736
"3415","USC00338822","645S",645,"S",41.5183,-84.1453
"3416","USC00338830","992S",992,"S",39.1114,-82.9797
"3417","USC00338951","972S",972,"S",40.1264,-82.9433
"3418","USC00339219","823S",823,"S",39.4833,-83.8167
"3419","USC00339312","633S",633,"S",40.7833,-81.9167
"3420","USC00339361","912R",912,"R",39.6167,-83.9
"3421","USC00340017","2010S",2010,"S",34.7864,-96.685
"3422","USC00340179","2153S",2153,"S",34.5903,-99.3344
"3423","USC00340184","2282S",2282,"S",34.8847,-99.2964
"3424","USC00340193","1699R",1699,"R",36.8014,-98.6878
"3425","USC00340224","1796S",1796,"S",35.0619,-98.1989
"3426","USC00340256","1884R",1884,"R",34.2208,-95.615
"3427","USC00340292","2387R",2387,"R",34.1772,-97.1617
"3428","USC00340332","1423R",1423,"R",36.1669,-99.7214
"3429","USC00340535","1802R",1802,"R",36.5653,-96.1664
"3430","USC00340567","1347R",1347,"R",34.385,-94.8981
"3431","USC00340593","1541S",1541,"S",36.8125,-100.5308
"3432","USC00340755","1794S",1794,"S",36.5297,-97.4472
"3433","USC00340782","1823R",1823,"R",35.9833,-95.8833
"3434","USC00340818","1786R",1786,"R",36.8047,-97.2764
"3435","USC00340830","1848S",1848,"S",35.1183,-97.67
"3436","USC00340908","1249S",1249,"S",36.7236,-102.4806
"3437","USC00340980","1927R",1927,"R",34.0211,-95.8722
"3438","USC00341144","1648S",1648,"S",35.8292,-96.3917
"3439","USC00341168","1919R",1919,"R",34.1333,-94.7
"3440","USC00341243","1756R",1756,"R",36.8003,-99.64
"3441","USC00341445","1836R",1836,"R",36.0617,-98.59
"3442","USC00341504","1954R",1954,"R",35.1756,-98.5794
"3443","USC00341684","1919R",1919,"R",35.7061,-96.88
"3444","USC00341706","2145R",2145,"R",34.4225,-98.6497
"3445","USC00341724","1992S",1992,"S",36.7672,-98.4244
"3446","USC00341745","1997S",1997,"S",34.5019,-96.9717
"3447","USC00341750","2169S",2169,"S",35.0489,-97.9158
"3448","USC00341828","1743S",1743,"S",36.3225,-95.5808
"3449","USC00341902","1907R",1907,"R",36.2903,-96.5369
"3450","USC00341909","1851R",1851,"R",35.5014,-98.9772
"3451","USC00342318","1892S",1892,"S",35.9803,-96.7758
"3452","USC00342660","2035S",2035,"S",34.5011,-97.9592
"3453","USC00342678","2075R",2075,"R",34,-96.3686
"3454","USC00342818","1759R",1759,"R",35.5489,-97.9553
"3455","USC00342849","1712R",1712,"R",35.3925,-99.5064
"3456","USC00342912","1972S",1972,"S",36.4194,-97.8747
"3457","USC00342944","1702S",1702,"S",35.2164,-99.8628
"3458","USC00342993","2248R",2248,"R",35.1931,-95.5903
"3459","USC00343304","1569S",1569,"S",36.5442,-99.535
"3460","USC00343353","2178R",2178,"R",34.3861,-99.02
"3461","USC00343358","1625R",1625,"R",36.7647,-99.1128
"3462","USC00343489","1680S",1680,"S",36.85,-100.0569
"3463","USC00343497","1788R",1788,"R",35.6306,-98.3217
"3464","USC00343628","1412S",1412,"S",36.5914,-101.6181
"3465","USC00343740","1926S",1926,"S",36.7425,-98.1331
"3466","USC00343821","1896S",1896,"S",35.8161,-97.395
"3467","USC00343871","1641R",1641,"R",35.585,-99.3953
"3468","USC00343884","1966R",1966,"R",35.2028,-95.8897
"3469","USC00344001","1919R",1919,"R",34.2331,-97.4203
"3470","USC00344019","1803S",1803,"S",36.5381,-98.2661
"3471","USC00344055","1780S",1780,"S",36.0942,-97.835
"3472","USC00344235","1928R",1928,"R",35.0567,-96.3861
"3473","USC00344249","2044S",2044,"S",34.6808,-99.8136
"3474","USC00344298","1522R",1522,"R",36.8589,-101.2172
"3475","USC00344384","1882R",1882,"R",34.0211,-95.5381
"3476","USC00344451","1785R",1785,"R",33.9336,-94.8278
"3477","USC00344567","1656R",1656,"R",36.4236,-94.7967
"3478","USC00344573","1667S",1667,"S",36.7222,-97.7903
"3479","USC00344672","1729S",1729,"S",36.2133,-94.7725
"3480","USC00344766","1305R",1305,"R",36.9031,-102.965
"3481","USC00344812","1698R",1698,"R",36.15,-96.25
"3482","USC00344861","1959S",1959,"S",35.8583,-97.9294
"3483","USC00344975","1812R",1812,"R",35.2928,-95.4322
"3484","USC00345063","2149R",2149,"R",34.6097,-98.4572
"3485","USC00345216","1911R",1911,"R",34.8261,-97.6386
"3486","USC00345468","2251S",2251,"S",34.0919,-96.7708
"3487","USC00345509","2039S",2039,"S",34.8911,-99.5017
"3488","USC00345522","1962S",1962,"S",36.1747,-96.4433
"3489","USC00345563","2062S",2062,"S",33.8761,-97.1642
"3490","USC00345693","2181S",2181,"S",35.1447,-94.9669
"3491","USC00345713","2141R",2141,"R",34.3094,-95.8672
"3492","USC00345779","1810S",1810,"S",35.505,-96.9772
"3493","USC00345855","1685R",1685,"R",36.8833,-94.8833
"3494","USC00346130","1913S",1913,"S",35.7781,-95.3339
"3495","USC00346139","1768S",1768,"S",36.2283,-99.17
"3496","USC00346278","1610S",1610,"S",36.8914,-97.0586
"3497","USC00346386","1899R",1899,"R",35.1811,-97.4378
"3498","USC00346485","2005R",2005,"R",36.6917,-95.6436
"3499","USC00346629","1922S",1922,"S",36.1217,-98.315
"3500","USC00346638","2165S",2165,"S",35.4253,-96.3033
"3501","USC00346670","1879R",1879,"R",35.6239,-96.025
"3502","USC00346926","2022R",2022,"R",34.7253,-97.2814
"3503","USC00346935","1858S",1858,"S",36.6692,-96.3472
"3504","USC00347012","1937R",1937,"R",36.2886,-97.2897
"3505","USC00347254","1895R",1895,"R",35.0539,-94.6264
"3506","USC00347309","1699R",1699,"R",36.3092,-95.3297
"3507","USC00347327","1906R",1906,"R",34.9858,-97.3842
"3508","USC00347390","1798R",1798,"R",36.5044,-96.7439
"3509","USC00347579","1573R",1573,"R",35.6256,-99.9106
"3510","USC00347862","1907S",1907,"S",35.4572,-94.8047
"3511","USC00348042","2113S",2113,"S",35.2317,-96.6531
"3512","USC00348285","1458R",1458,"R",34.4678,-94.6428
"3513","USC00348380","1986S",1986,"S",36.3894,-95.0597
"3514","USC00348501","1800S",1800,"S",36.1175,-97.095
"3515","USC00348506","1461R",1461,"R",35.8953,-94.6486
"3516","USC00348677","1720R",1720,"R",35.9369,-94.9644
"3517","USC00348708","1775S",1775,"S",36.0381,-98.9592
"3518","USC00349017","1545R",1545,"R",36.8136,-100.8636
"3519","USC00349023","1832S",1832,"S",34.6147,-95.2803
"3520","USC00349203","1740R",1740,"R",36.5469,-95.1322
"3521","USC00349247","1998R",1998,"R",35.9675,-95.3739
"3522","USC00349278","2117R",2117,"R",34.3603,-98.3006
"3523","USC00349364","1764S",1764,"S",35.8578,-98.4139
"3524","USC00349395","2431S",2431,"S",34.1747,-97.9964
"3525","USC00349404","1893S",1893,"S",36.5758,-98.8797
"3526","USC00349422","1886S",1886,"S",35.52,-98.6986
"3527","USC00349445","1784R",1784,"R",35.4814,-95.2039
"3528","USC00349629","2080S",2080,"S",34.7325,-98.7125
"3529","USC00349634","1945R",1945,"R",34.9611,-95.1711
"3530","USC00350118","243R",243,"R",42.9694,-119.9933
"3531","USC00350189","782R",782,"R",42.55,-118.55
"3532","USC00350197","322S",322,"S",44.8197,-120.7533
"3533","USC00350265","937R",937,"R",45.7211,-120.2064
"3534","USC00350304","366S",366,"S",42.2128,-122.7144
"3535","USC00350356","73R",73,"R",44.5747,-118.4914
"3536","USC00350471","4S",4,"S",43.1497,-124.4019
"3537","USC00350501","225S",225,"S",43.9456,-120.2169
"3538","USC00350595","330R",330,"R",45.4547,-122.8203
"3539","USC00350652","251R",251,"R",44.2867,-122.0386
"3540","USC00350694","177S",177,"S",44.0567,-121.285
"3541","USC00350699","202R",202,"R",44.1183,-121.2103
"3542","USC00350723","525R",525,"R",43.9092,-118.1522
"3543","USC00350856","190R",190,"R",42.2208,-120.5792
"3544","USC00350858","765S",765,"S",45.8472,-119.6933
"3545","USC00350897","388S",388,"S",45.6361,-121.9519
"3546","USC00351055","46R",46,"R",42.03,-124.2453
"3547","USC00351067","104S",104,"S",43.8094,-120.6
"3548","USC00351174","695R",695,"R",42.7772,-117.8525
"3549","USC00351433","114S",114,"S",44.3914,-122.4811
"3550","USC00351448","689S",689,"S",42.1597,-123.6422
"3551","USC00351546","53R",53,"R",43.2292,-121.7894
"3552","USC00351574","99S",99,"S",42.7036,-121.9953
"3553","USC00351643","102S",102,"S",46.1081,-123.2058
"3554","USC00351682","27S",27,"S",45.205,-123.8925
"3555","USC00351765","284S",284,"S",45.2325,-120.1817
"3556","USC00351836","22S",22,"S",43.1872,-124.2025
"3557","USC00351862","256S",256,"S",44.6342,-123.19
"3558","USC00351877","226R",226,"R",44.5078,-123.4575
"3559","USC00351897","240R",240,"R",43.7917,-123.0275
"3560","USC00351902","196S",196,"S",43.7178,-123.0578
"3561","USC00351926","300R",300,"R",45.2964,-117.7903
"3562","USC00351946","8S",8,"S",42.8967,-122.1328
"3563","USC00352112","276R",276,"R",44.9464,-123.2908
"3564","USC00352135","253R",253,"R",42.9447,-117.3389
"3565","USC00352173","671R",671,"R",44.5564,-119.6447
"3566","USC00352292","281S",281,"S",44.7242,-122.2547
"3567","USC00352374","190S",190,"S",43.7819,-122.9628
"3568","USC00352406","328S",328,"S",43.6656,-123.3275
"3569","USC00352415","312S",312,"S",43.8081,-118.3775
"3570","USC00352440","413S",413,"S",45.4539,-121.1303
"3571","USC00352597","230R",230,"R",45.5669,-117.9239
"3572","USC00352633","356R",356,"R",43.5992,-123.5992
"3573","USC00352675","50R",50,"R",45.4,-117.2667
"3574","USC00352678","164R",164,"R",45.7083,-117.1528
"3575","USC00352693","268S",268,"S",45.2689,-122.3186
"3576","USC00352805","265R",265,"R",44.8578,-123.4308
"3577","USC00352876","662R",662,"R",42.2642,-118.6758
"3578","USC00352997","353S",353,"S",45.5247,-123.1028
"3579","USC00353014","31R",31,"R",46.1358,-123.8783
"3580","USC00353038","436R",436,"R",44.9983,-120.2175
"3581","USC00353047","194S",194,"S",44.4139,-122.6728
"3582","USC00353095","32R",32,"R",43.3936,-121.2122
"3583","USC00353193","13R",13,"R",43.7464,-124.1217
"3584","USC00353356","14R",14,"R",42.4036,-124.4242
"3585","USC00353402","60S",60,"S",45.3014,-121.7417
"3586","USC00353445","617R",617,"R",42.4244,-123.3236
"3587","USC00353542","106R",106,"R",44.5175,-120.9389
"3588","USC00353604","336S",336,"S",44.8736,-117.1094
"3589","USC00353692","119R",119,"R",42.5483,-119.6556
"3590","USC00353770","203S",203,"S",45.4486,-122.1547
"3591","USC00353818","622R",622,"R",45.8619,-119.312
"3592","USC00353827","468S",468,"S",45.3653,-119.5639
"3593","USC00353847","699R",699,"R",45.8289,-119.2636
"3594","USC00353908","442R",442,"R",45.5139,-122.99
"3595","USC00353995","10R",10,"R",43.9281,-124.1069
"3596","USC00354003","364S",364,"S",45.6847,-121.5175
"3597","USC00354060","117S",117,"S",42.2292,-122.3814
"3598","USC00354098","1125R",1125,"R",44.3564,-117.255
"3599","USC00354126","221S",221,"S",43.3708,-122.9653
"3600","USC00354133","539R",539,"R",42.6286,-124.0575
"3601","USC00354175","428R",428,"R",44.3247,-117.9964
"3602","USC00354291","388S",388,"S",44.4233,-118.9594
"3603","USC00354329","218R",218,"R",45.3456,-117.2247
"3604","USC00354411","422R",422,"R",45.1967,-120.6994
"3605","USC00354506","550R",550,"R",42.2008,-121.7814
"3606","USC00354606","174S",174,"S",44.6253,-122.7189
"3607","USC00354622","431S",431,"S",45.3167,-118.0747
"3608","USC00354670","282S",282,"S",42.2414,-120.3678
"3609","USC00354721","12R",12,"R",42.9242,-124.4533
"3610","USC00354732","4R",4,"R",42.9833,-124.25
"3611","USC00354776","95S",95,"S",44.9231,-123.575
"3612","USC00354811","255S",255,"S",44.1014,-122.6886
"3613","USC00354835","169R",169,"R",43.3597,-122.2208
"3614","USC00355020","215R",215,"R",44.7136,-119.1017
"3615","USC00355050","244R",244,"R",43.9144,-122.76
"3616","USC00355055","464S",464,"S",42.6722,-122.675
"3617","USC00355139","231R",231,"R",44.6167,-121.0011
"3618","USC00355142","368S",368,"S",44.6633,-121.1461
"3619","USC00355160","795S",795,"S",43.9794,-117.0247
"3620","USC00355162","228R",228,"R",43.265,-118.8447
"3621","USC00355174","229R",229,"R",42.0078,-121.3186
"3622","USC00355221","133S",133,"S",44.6125,-121.9486
"3623","USC00355258","131R",131,"R",44.6719,-117.9942
"3624","USC00355335","550R",550,"R",42.4106,-117.8656
"3625","USC00355384","316S",316,"S",45.2214,-123.1622
"3626","USC00355424","458R",458,"R",42.2961,-122.87
"3627","USC00355515","180R",180,"R",44.5833,-121.1833
"3628","USC00355545","491R",491,"R",45.4667,-120.35
"3629","USC00355593","861S",861,"S",45.9428,-118.4089
"3630","USC00355638","306R",306,"R",44.5681,-120.1156
"3631","USC00355641","520R",520,"R",44.5833,-120.1833
"3632","USC00355734","413S",413,"S",45.4825,-120.7236
"3633","USC00356151","349R",349,"R",45.2817,-122.7517
"3634","USC00356179","801R",801,"R",43.8764,-116.9903
"3635","USC00356213","186S",186,"S",43.7428,-122.4433
"3636","USC00356243","96R",96,"R",44.3964,-120.4264
"3637","USC00356252","33R",33,"R",43.5492,-121.9639
"3638","USC00356302","193R",193,"R",43.2783,-119.3111
"3639","USC00356334","495S",495,"S",45.3558,-122.6047
"3640","USC00356366","25S",25,"S",45.0333,-123.9239
"3641","USC00356405","696S",696,"S",43.65,-117.2467
"3642","USC00356426","262R",262,"R",42.6922,-120.5403
"3643","USC00356466","176R",176,"R",45.535,-121.5894
"3644","USC00356500","158R",158,"R",44.1328,-119.9972
"3645","USC00356532","577S",577,"S",44.7275,-121.2506
"3646","USC00356540","464S",464,"S",45.7206,-118.6264
"3647","USC00356541","649R",649,"R",45.6703,-118.7964
"3648","USC00356634","547S",547,"S",45.4756,-118.8253
"3649","USC00356655","496R",496,"R",45.1289,-121.2561
"3650","USC00356749","413R",413,"R",45.5181,-122.6894
"3651","USC00356750","370R",370,"R",45.5606,-122.5381
"3652","USC00356784","6S",6,"S",42.7519,-124.5011
"3653","USC00356820","159R",159,"R",42.8886,-124.0689
"3654","USC00356853","212R",212,"R",42.8081,-118.8778
"3655","USC00356883","256R",256,"R",44.3022,-120.8081
"3656","USC00356907","369S",369,"S",42.7342,-122.5164
"3657","USC00357160","595R",595,"R",44.7656,-117.1597
"3658","USC00357169","439S",439,"S",42.9506,-123.3572
"3659","USC00357208","388R",388,"R",43.4508,-118.2244
"3660","USC00357277","325S",325,"S",43.3636,-117.1142
"3661","USC00357310","520R",520,"R",42.8592,-117.6569
"3662","USC00357331","586S",586,"S",43.2131,-123.3658
"3663","USC00357391","491R",491,"R",42.2231,-123.0472
"3664","USC00357466","294R",294,"R",45.8489,-122.8722
"3665","USC00357554","44R",44,"R",44.4356,-121.9433
"3666","USC00357631","116R",116,"R",44.9469,-122.5247
"3667","USC00357641","6R",6,"R",45.9869,-123.9236
"3668","USC00357675","39S",39,"S",44.1383,-118.975
"3669","USC00357736","441R",441,"R",43.1211,-117.0392
"3670","USC00357809","64R",64,"R",44.8728,-122.6486
"3671","USC00357817","151R",151,"R",43.1244,-121.062
"3672","USC00357823","290S",290,"S",45.0058,-122.7739
"3673","USC00357857","161R",161,"R",44.2842,-121.5486
"3674","USC00358007","85R",85,"R",42.4306,-121.4892
"3675","USC00358029","351R",351,"R",43.4869,-119.7211
"3676","USC00358095","253S",253,"S",44.7892,-122.8142
"3677","USC00358173","439S",439,"S",42.9592,-120.7897
"3678","USC00358246","68R",68,"R",43.8933,-121.4117
"3679","USC00358407","725R",725,"R",45.6069,-121.2047
"3680","USC00358420","134R",134,"R",43.2644,-120.9447
"3681","USC00358466","170S",170,"S",45.1219,-122.07
"3682","USC00358481","229R",229,"R",44.4122,-123.9022
"3683","USC00358494","10S",10,"S",45.4583,-123.88
"3684","USC00358536","292S",292,"S",43.275,-122.4497
"3685","USC00358726","67R",67,"R",45.1328,-118.9339
"3686","USC00358746","334S",334,"S",45.2081,-117.8758
"3687","USC00358797","869R",869,"R",43.9814,-117.2439
"3688","USC00358812","192R",192,"R",42.4844,-120.2822
"3689","USC00358884","61S",61,"S",45.8653,-123.1903
"3690","USC00358997","229S",229,"S",45.5722,-117.5314
"3691","USC00359176","692R",692,"R",43.9903,-117.7183
"3692","USC00359290","490R",490,"R",42.3369,-118.2347
"3693","USC00359316","127S",127,"S",43.6825,-121.6875
"3694","USC00359461","380R",380,"R",43.2828,-123.3536
"3695","USC00360140","532S",532,"S",40.495,-78.4667
"3696","USC00360656","924S",924,"S",39.9356,-77.2578
"3697","USC00360763","763R",763,"R",40.2636,-77.3639
"3698","USC00360785","767R",767,"R",40.3844,-76.0339
"3699","USC00360868","253R",253,"R",41.8975,-78.7144
"3700","USC00361004","325R",325,"R",41.15,-79.0833
"3701","USC00361080","631R",631,"R",40.5003,-75.2044
"3702","USC00361139","498R",498,"R",40.85,-79.9167
"3703","USC00361212","352S",352,"S",41.6517,-76.8464
"3704","USC00361350","225S",225,"S",39.8508,-79.5833
"3705","USC00361354","893S",893,"S",39.9353,-77.6394
"3706","USC00361485","396S",396,"S",41.1922,-79.4361
"3707","USC00361534","245R",245,"R",41.7333,-78.5333
"3708","USC00361591","836R",836,"R",39.9847,-75.86
"3709","USC00361705","515S",515,"S",39.7994,-79.3664
"3710","USC00361719","407R",407,"R",41.7333,-80.2833
"3711","USC00361790","421R",421,"R",41.9167,-79.6333
"3712","USC00361838","398R",398,"R",41.9903,-77.1567
"3713","USC00362071","632R",632,"R",40.46,-76.8703
"3714","USC00362108","644R",644,"R",40.3,-79.3333
"3715","USC00362183","433R",433,"R",40.1333,-79.4
"3716","USC00362190","857S",857,"S",40.1636,-79.8694
"3717","USC00362470","356S",356,"S",40.4681,-78.7289
"3718","USC00362537","859R",859,"R",39.805,-77.2292
"3719","USC00362629","473S",473,"S",41.5067,-78.2275
"3720","USC00362721","544R",544,"R",40.0136,-78.3653
"3721","USC00362942","561R",561,"R",40.7167,-79.5
"3722","USC00363018","353R",353,"R",41.1183,-75.7278
"3723","USC00363028","523S",523,"S",41.4003,-79.8303
"3724","USC00363295","472R",472,"R",39.8167,-78.8333
"3725","USC00363437","808R",808,"R",40.2306,-75.4353
"3726","USC00363451","744R",744,"R",39.7833,-79.9167
"3727","USC00363488","1265R",1265,"R",40.3422,-75.4783
"3728","USC00363526","450R",450,"R",41.4167,-80.3667
"3729","USC00363632","1048R",1048,"R",40.5511,-75.9914
"3730","USC00363662","922R",922,"R",39.8,-76.9833
"3731","USC00363665","857R",857,"R",39.7706,-77.0325
"3732","USC00363698","864R",864,"R",40.2817,-76.8703
