AQW00061705        6090C
USC00315890         967S
USC00315923           4S
USC00315996        1315R
USC00316001        1036R
USC00316122        1408Q
USC00316256        1109S
USC00316341         718S
USC00316349        1719R
USC00316422        1592Q
USC00316507        1196R
USC00316510        1491R
USC00316676        1773Q
USC00316805         739R
USC00316853        1770S
USC00317056        1601R
USC00317074        1655S
USC00317079        1687R
USC00317170        1916Q
USC00317202        1329S
USC00317319        1572R
USC00317346         584Q
USC00317516        1190R
USC00317548        1161R
USC00317615        1551S
USC00317618        1342S
USC00317656        1626S
USC00317813        1935Q
USC00317845        1390R
USC00317924        1445R
USC00317994        1545S
USC00318113        2185R
USC00318158         708Q
USC00318221         400Q
USC00318292        1082S
USC00318380        1698Q
USC00318448         289R
USC00318492         973R
USC00318500        1641R
USC00318519        1419R
USC00318694         303S
USC00318744        1396S
USC00318964        1661S
USC00319026        1728Q
USC00319081        1507R
USC00319100        1950Q
USC00319123        1091C
USC00319147         500S
USC00319357        1787R
USC00319423        1887S
USC00319440        1577S
USC00319461        2024Q
USC00319467        1892S
USC00319476        1782S
USC00319555        1187S
USC00319675        1147S
USC00319704        1487R
USC00320127         498R
USC00320209         567R
USC00320382         488S
USC00320590         463R
USC00320626         206R
USC00320766         542R
USC00320767         436Q
USC00320817         423Q
USC00320941         321S
USC00320961         299R
USC00320995         432S
USC00321052         528R
USC00321225         473R
USC00321360         361R
USC00321362         438R
USC00321370         437R
USC00321408         484R
USC00321435         279S
USC00321456         509R
USC00321686         472R
USC00321766         328S
USC00321871         398C
USC00322188         400S
USC00322193         440S
USC00322304         411S
USC00322365         425R
USC00322482         449R
USC00322525         266S
USC00322536         531R
USC00322605         586R
USC00322695         529R
USC00322809         514S
USC00322949         439R
USC00323004         468R
USC00323117         562S
USC00323196         292S
USC00323207         590R
USC00323217         434R
USC00323287         507S
USC00323309         502R
USC00323376         361S
USC00323594         590R
USC00323621         462R
USC00323686         508R
USC00323705         424R
USC00323908         552R
USC00323963         317S
USC00324013         397R
USC00324083         395R
USC00324091         504R
USC00324102         394R
USC00324178         436R
USC00324180         463Q
USC00324203         482R
USC00324343         298R
USC00324418         458S
USC00324571         496S
USC00324646         334S
USC00324722         421R
USC00324937         567S
USC00324958         231S
USC00325013         367R
USC00325078         320R
USC00325186         590Q
USC00325210         572R
USC00325211         464Q
USC00325220         588R
USC00325479         501S
USC00325638         435R
USC00325660         418R
USC00325710         583S
USC00325730         419S
USC00325754         594S
USC00325764         421R
USC00325813         541R
USC00325848         310R
USC00325993         379S
USC00326015         609R
USC00326025         283R
USC00326155         472S
USC00326255         471S
USC00326315         465S
USC00326365         432S
USC00326620         486R
USC00326857         497R
USC00327027         336S
USC00327047         520R
USC00327281         296R
USC00327311         524S
USC00327530         544C
USC00327585         402Q
USC00327655         275Q
USC00327664         174S
USC00327704         332S
USC00327986         341R
USC00328276         281S
USC00328366         465R
USC00328415         420R
USC00328660         450Q
USC00328737         465R
USC00328792         353S
USC00328812         509S
USC00328840         394S
USC00328850         483R
USC00328853         308R
USC00328872         459S
USC00328913         337C
USC00328937         399S
USC00328990         327R
USC00329100         626R
USC00329195         472S
USC00329233         416R
USC00329246         596S
USC00329333         406S
USC00329400         288S
USC00329430         598S
USC00329445         256S
USC00329455         382R
USC00329515         364R
USC00330061         884R
USC00330256         637R
USC00330264         598R
USC00330279         775R
USC00330430         707R
USC00330563         776S
USC00330676         881R
USC00330862         747S
USC00331042         716Q
USC00331072         692S
USC00331152         569R
USC00331175         632Q
USC00331197         915S
USC00331245         477R
USC00331288         762R
USC00331390         875S
USC00331404         741S
USC00331458         445C
USC00331515        1044R
USC00331528         969R
USC00331536        1062S
USC00331541         598S
USC00331550        1100S
USC00331592         922S
USC00331783         980R
USC00331890         746S
USC00331905         801S
USC00332044         551C
USC00332067        1264S
USC00332098         823S
USC00332119         880R
USC00332160         671R
USC00332251         513S
USC00332485         888S
USC00332599         907S
USC00332651        1149R
USC00332791         917S
USC00332928         945R
USC00332956         526R
USC00332974         843R
USC00332976         840R
USC00333021         709Q
USC00333029        1499S
USC00333375         778S
USC00333500         768S
USC00333722         729R
USC00333758         820S
USC00333780         471S
USC00333874         936S
USC00333987         916R
USC00334004         849R
USC00334189         884S
USC00334260         646R
USC00334383         752R
USC00334403        1002R
USC00334551         827S
USC00334672         679R
USC00334681         783R
USC00334874         594S
USC00334927         894S
USC00334942         717S
USC00334979         927S
USC00335041         766S
USC00335188        1064Q
USC00335268        1051R
USC00335297         585R
USC00335315         545S
USC00335356         815R
USC00335438         692S
USC00335669         810R
USC00335747         727S
USC00335857         634S
USC00335894         743R
USC00335939         851R
USC00336118         753R
USC00336196         663S
USC00336389         764R
USC00336405         794S
USC00336465         703S
USC00336600         915S
USC00336650         934Q
USC00336781        1072S
USC00336882         849R
USC00337120         706R
USC00337559         681Q
USC00337693         757S
USC00337857        1155R
USC00337935         796S
USC00338025         776S
USC00338313         834S
USC00338366        1057R
USC00338534         788S
USC00338552         812S
USC00338609         898S
USC00338769         491C
USC00338794         874R
USC00338810         804R
USC00338822         645S
USC00338830         992S
USC00338951         972S
USC00339219         823S
USC00339299         697Q
USC00339312         633S
USC00339361         912R
USC00340010        1859Q
USC00340017        2010S
USC00340028        1476Q
USC00340179        2153S
USC00340184        2282S
USC00340193        1699R
USC00340224        1796S
USC00340256        1884R
USC00340292        2387R
USC00340332        1423R
USC00340391        1970Q
USC00340535        1802R
USC00340546        1690Q
USC00340567        1347R
USC00340593        1541S
USC00340755        1794S
USC00340782        1823R
USC00340818        1786R
USC00340830        1848S
USC00340908        1249S
USC00340980        1927R
USC00341144        1648S
USC00341162        1903Q
USC00341168        1919R
USC00341243        1756R
USC00341445        1836R
USC00341504        1954R
USC00341648        1877Q
USC00341684        1919R
USC00341706        2145R
USC00341724        1992S
USC00341745        1997S
USC00341750        2169S
USC00341828        1743S
USC00341902        1907R
USC00341909        1851R
USC00342011        1964Q
USC00342318        1892S
USC00342660        2035S
USC00342678        2075R
USC00342818        1759R
USC00342849        1712R
USC00342912        1972S
USC00342944        1702S
USC00342993        2248R
USC00343286        2136Q
USC00343304        1569S
USC00343353        2178R
USC00343358        1625R
USC00343489        1680S
USC00343497        1788R
USC00343628        1412S
USC00343740        1926S
USC00343821        1896S
USC00343871        1641R
USC00343884        1966R
USC00344001        1919R
USC00344019        1803S
USC00344055        1780S
USC00344098        1759Q
USC00344235        1928R
USC00344249        2044S
USC00344298        1522R
USC00344384        1882R
USC00344393        1647Q
USC00344451        1785R
USC00344567        1656R
USC00344573        1667S
USC00344672        1729S
USC00344766        1305R
USC00344812        1698R
USC00344861        1959S
USC00344975        1812R
USC00345063        2149R
USC00345216        1911R
USC00345468        2251S
USC00345509        2039S
USC00345522        1962S
USC00345563        2062S
USC00345693        2181S
USC00345713        2141R
USC00345779        1810S
USC00345855        1685R
USC00346130        1913S
USC00346139        1768S
USC00346278        1610S
USC00346386        1899R
USC00346485        2005R
USC00346629        1922S
USC00346638        2165S
USC00346670        1879R
USC00346729        1792Q
USC00346926        2022R
USC00346935        1858S
USC00347012        1937R
USC00347080        1997Q
USC00347254        1895R
USC00347309        1699R
USC00347327        1906R
USC00347390        1798R
USC00347579        1573R
USC00347862        1907S
USC00348042        2113S
USC00348285        1458R
USC00348380        1986S
USC00348501        1800S
USC00348506        1461R
USC00348677        1720R
USC00348708        1775S
USC00348769        1671Q
USC00349017        1545R
USC00349023        1832S
USC00349101        1539Q
USC00349203        1740R
USC00349247        1998R
USC00349278        2117R
USC00349364        1764S
USC00349395        2431S
USC00349404        1893S
USC00349422        1886S
USC00349445        1784R
USC00349629        2080S
USC00349634        1945R
USC00349724        1796Q
USC00350036         451Q
USC00350118         243R
USC00350145          64Q
USC00350189         782R
USC00350197         322S
USC00350265         937R
USC00350304         366S
USC00350356          73R
USC00350471           4S
USC00350501         225S
USC00350595         330R
USC00350652         251R
USC00350694         177S
USC00350699         202R
USC00350723         525R
USC00350856         190R
USC00350858         765S
USC00350897         388S
USC00351055          46R
USC00351058          27Q
USC00351067         104S
USC00351174         695R
USC00351433         114S
USC00351448         689S
USC00351546          53R
USC00351574          99S
USC00351643         102S
USC00351682          27S
USC00351765         284S
USC00351836          22S
USC00351862         256S
USC00351877         226R
USC00351897         240R
USC00351902         196S
USC00351914         388Q
USC00351926         300R
USC00351946           8S
USC00352112         276R
USC00352135         253R
USC00352173         671R
USC00352292         281S
USC00352374         190S
USC00352406         328S
USC00352415         312S
USC00352440         413S
USC00352597         230R
USC00352632         262Q
USC00352633         356R
USC00352675          50R
USC00352678         164R
USC00352693         268S
USC00352800         193Q
USC00352805         265R
USC00352867         341Q
USC00352876         662R
USC00352973           4Q
USC00352997         353S
USC00353014          31R
USC00353038         436R
USC00353047         194S
USC00353095          32R
USC00353193          13R
USC00353232         206Q
USC00353356          14R
USC00353402          60S
USC00353445         617R
USC00353542         106R
USC00353604         336S
USC00353692         119R
USC00353770         203S
USC00353818         622R
USC00353827         468S
USC00353847         699R
USC00353908         442R
USC00353995          10R
USC00354003         364S
USC00354060         117S
USC00354098        1125R
USC00354126         221S
USC00354133         539R
USC00354175         428R
USC00354291         388S
USC00354329         218R
USC00354411         422R
USC00354506         550R
USC00354606         174S
USC00354622         431S
USC00354670         282S
USC00354721          12R
USC00354732           4R
USC00354776          95S
USC00354811         255S
USC00354819         401Q
USC00354835         169R
USC00355020         215R
USC00355050         244R
USC00355055         464S
USC00355139         231R
USC00355142         368S
USC00355160         795S
USC00355162         228R
USC00355174         229R
USC00355204          69Q
USC00355221         133S
USC00355258         131R
USC00355335         550R
USC00355362         346Q
USC00355384         316S
USC00355392         725Q
USC00355424         458R
USC00355515         180R
USC00355545         491R
USC00355593         861S
USC00355638         306R
USC00355641         520R
USC00355681         352Q
USC00355711         570Q
USC00355734         413S
USC00355945         346Q
USC00356151         349R
USC00356179         801R
USC00356213         186S
USC00356243          96R
USC00356252          33R
USC00356302         193R
USC00356334         495S
USC00356366          25S
USC00356405         696S
USC00356426         262R
USC00356466         176R
USC00356500         158R
USC00356532         577S
USC00356540         464S
USC00356541         649R
USC00356550         663Q
USC00356634         547S
USC00356655         496R
USC00356749         413R
USC00356750         370R
USC00356784           6S
USC00356820         159R
USC00356853         212R
USC00356883         256R
USC00356907         369S
USC00357160         595R
USC00357169         439S
USC00357208         388R
USC00357277         325S
USC00357310         520R
USC00357331         586S
USC00357391         491R
USC00357466         294R
USC00357554          44R
USC00357631         116R
USC00357641           6R
USC00357675          39S
USC00357736         441R
USC00357809          64R
USC00357817         151R
USC00357823         290S
USC00357857         161R
USC00358007          85R
USC00358029         351R
USC00358095         253S
USC00358173         439S
USC00358246          68R
USC00358407         725R
USC00358420         134R
USC00358466         170S
USC00358481         229R
USC00358494          10S
USC00358498          13Q
USC00358536         292S
USC00358726          67R
USC00358746         334S
USC00358797         869R
USC00358812         192R
USC00358884          61S
USC00358997         229S
USC00359176         692R
USC00359290         490R
USC00359316         127S
USC00359461         380R
USC00359588           2Q
USC00360132         570Q
USC00360140         532S
USC00360147         630Q
USC00360409         276Q
USC00360457         564Q
USC00360560         599Q
USC00360582         376Q
USC00360656         924S
USC00360763         763R
USC00360785         767R
USC00360868         253R
USC00361004         325R
USC00361080         631R
USC00361139         498R
USC00361212         352S
USC00361301         467Q
USC00361350         225S
USC00361354         893S
USC00361362         205Q
USC00361480         235Q
USC00361485         396S
USC00361526         186Q
USC00361534         245R
USC00361591         836R
USC00361705         515S
USC00361719         407R
USC00361790         421R
USC00361802         293Q
USC00361810         173Q
USC00361838         398R
USC00361920         805Q
USC00362071         632R
USC00362108         644R
USC00362183         433R
USC00362190         857S
USC00362323         273Q
USC00362470         356S
USC00362537         859R
USC00362574         857Q
USC00362629         473S
USC00362721         544R
USC00362942         561R
USC00363018         353R
USC00363028         523S
USC00363295         472R
USC00363311         254Q
USC00363437         808R
USC00363451         744R
USC00363488        1265R
USC00363526         450R
USC00363632        1048R
USC00363662         922R
USC00363665         857R
USC00363698         864R
USC00363758         360S
USC00364019         934R
USC00364076         775R
USC00364159         522Q
USC00364214         500S
USC00364325         424S
USC00364385         902R
USC00364432         214S
USC00364763         902S
USC00364778         884S
USC00364815         328R
USC00364836         518R
USC00364839         204Q
USC00364853         652R
USC00364896         723S
USC00364976         669R
USC00364992         756S
USC00365050         495R
USC00365109         675S
USC00365212         758Q
USC00365390        1351S
USC00365470         483R
USC00365573         732R
USC00365606         485R
USC00365651         518R
USC00365686         283Q
USC00365790         441Q
USC00365817         485R
USC00365902         740S
USC00365915         289R
USC00366022         359Q
USC00366042         545R
USC00366194        1002S
USC00366233         641S
USC00366238        1024R
USC00366297         792R
USC00366370        1162R
USC00366508         843R
USC00366649         208Q
USC00366689         726R
USC00366886        1474R
USC00366921         384R
USC00366927         919R
USC00367029         219S
USC00367073         938Q
USC00367103         269Q
USC00367167         374R
USC00367229         500S
USC00367312         769S
USC00367322        1020S
USC00367338         601R
USC00367409         614S
USC00367477         274S
USC00367578         645R
USC00367732        1089Q
USC00367782         673R
USC00367931         721C
USC00367938         731R
USC00368011         555R
USC00368073         958S
USC00368184         561S
USC00368308         511Q
USC00368361         407R
USC00368400         717R
USC00368449         669S
USC00368469         533S
USC00368560         301R
USC00368596         621R
USC00368668         648Q
USC00368868         423R
USC00368873         410R
USC00368888         371S
USC00368905         508S
USC00369050         680S
USC00369103         994R
USC00369298         474S
USC00369318         512R
USC00369367         615R
USC00369408         264R
USC00369464         900R
USC00369735         825R
USC00369933        1000S
USC00374266         600S
USC00375215         542R
USC00375270         453S
USC00377581         714R
USC00379423         616Q
USC00380074        2105S
USC00380126        2059S
USC00380165        1843S
USC00380184        1922S
USC00380448        2203S
USC00380490        1851Q
USC00380559        2587R
USC00380635        1695Q
USC00380736        1850R
USC00380764        1985R
USC00381093        2352S
USC00381241        1974R
USC00381256         523R
USC00381277        1814S
USC00381310        1622R
USC00381479        1598R
USC00381588        1787S
USC00381625        1401R
USC00381633        1670S
USC00381645        1864R
USC00381726        2238S
USC00381770        1604R
USC00381944        2629S
USC00381997        2136R
USC00382260        1962R
USC00382386        1801R
USC00382730        2480R
USC00382735        2424Q
USC00382757        1860Q
USC00383111        2111S
USC00383468        2015R
USC00383470        2069Q
USC00383730        1795Q
USC00383754        1841S
USC00383906        2190R
USC00383990        1869R
USC00384111        1856Q
USC00384169        2272R
USC00384581         432Q
USC00384607        1714R
USC00384690        1486R
USC00384753        2016R
USC00384886        2089R
USC00385017        1746S
USC00385200        1646S
USC00385278        1043R
USC00385290        1686Q
USC00385306        1681R
USC00385493        2173R
USC00385509        1926R
USC00385628        1978R
USC00385633        1898S
USC00385658        1814Q
USC00385660        1851Q
USC00385946        2183R
USC00386114        1848Q
USC00386153        1749R
USC00386209        1913R
USC00386293        1306C
USC00386527        1899S
USC00386616        1855R
USC00386688        1941R
USC00386775        1630R
USC00386831        1490S
USC00386893        2119R
USC00387281        2074R
USC00387288        1918Q
USC00387589        1121R
USC00387631        1915S
USC00387666        2025S
USC00387683        2106Q
USC00387687        1474Q
USC00387722        1812C
USC00387885        1481R
USC00388188        1612R
USC00388405        2340R
USC00388426        2096R
USC00388440        1797S
USC00388472        1239Q
USC00388786        1655R
USC00388887        1422S
USC00388922        2055R
USC00389039        2128R
USC00389122        1635S
USC00389327        1896S
USC00389350        1930S
USC00389469        1976R
USC00389625        1628Q
USC00390043         755S
USC00390120         567Q
USC00390128         931S
USC00390223         505R
USC00390236         631S
USC00390281         610R
USC00390296         941R
USC00390422         482R
USC00390554         732R
USC00390559         702R
USC00390565         572R
USC00390701         654S
USC00390778         783R
USC00391032         732S
USC00391049         754C
USC00391076         491C
USC00391294         545S
USC00391392         783R
USC00391519         463S
USC00391539         938R
USC00391579         743S
USC00391621         822S
USC00391739         542S
USC00391777         507S
USC00391873         562S
USC00391917         593R
USC00391972         768S
USC00392087         262R
USC00392207         357R
USC00392209         402Q
USC00392231          45R
USC00392302         647S
USC00392429         702S
USC00392446         766S
USC00392557         810S
USC00392565         519R
USC00392647         749R
USC00392797         587S
USC00392822         727Q
USC00392852         742S
USC00392927         668S
USC00392984         505S
USC00393029         807S
USC00393069         699S
USC00393076         960R
USC00393217         733S
USC00393294         545R
USC00393302         720Q
USC00393316         589R
USC00393452         757S
USC00393574         702R
USC00393608         674R
USC00393764         677Q
USC00393832         739S
USC00393838         568S
USC00393857         757R
USC00393868         278R
USC00393945         536Q
USC00394007         672C
USC00394037         591R
USC00394184        1107S
USC00394206         547S
USC00394343         295R
USC00394516         960S
USC00394596         876C
USC00394671         394Q
USC00394766         847R
USC00394834         309S
USC00394864         619S
USC00394891         474R
USC00394956         331Q
USC00394983         852S
USC00395048         488R
USC00395090         593R
USC00395154         775R
USC00395228         749R
USC00395281         692R
USC00395285         352R
USC00395325         680S
USC00395360         541Q
USC00395381         641S
USC00395406         561R
USC00395456         601S
USC00395481         912C
USC00395506         850S
USC00395536         605R
USC00395544         808S
USC00395561         681S
USC00395620         769S
USC00395638         710S
USC00395648         751Q
USC00395669         881Q
USC00395671         807R
USC00395691         741R
USC00395738         619R
USC00395870         421S
USC00395891         883S
USC00396054         631S
USC00396170         929R
USC00396212         705S
USC00396227         791R
USC00396292         736S
USC00396304         657R
USC00396427         140S
USC00396574         943S
USC00396636         719R
USC00396712         670C
USC00396736         739S
USC00396790         724R
USC00396907         510R
USC00396947         517S
USC00396948         664R
USC00397052         656R
USC00397062         516S
USC00397073         528R
USC00397227          54R
USC00397277         494R
USC00397326         515Q
USC00397418         573Q
USC00397545         646S
USC00397569         547Q
USC00397742         597S
USC00397882         851S
USC00397992         652S
USC00398116         455S
USC00398307         678C
USC00398420         507Q
USC00398472         884C
USC00398528         576R
USC00398622         954S
USC00398652         495R
USC00398767        1059C
USC00398911         849R
USC00398930         541Q
USC00398980         611S
USC00399004         561S
USC00399042         663R
USC00399070         872S
USC00399232         761S
USC00399337         517Q
USC00399347         474R
USC00399355         545Q
USC00399367         922S
USC00399442         818R
USC00399537         646R
USC00400049        1669Q
USC00400081         771S
USC00400137        1749S
USC00400284        1286S
USC00400669        1273R
USC00400705        1615R
USC00400876        1601C
USC00401039        1332Q
USC00401145        1865S
USC00401310        1097R
USC00401352        1558R
USC00401480        1474S
USC00401561        1249R
USC00401585        1168Q
USC00401587        1462R
USC00401640        1298Q
USC00401663        1386R
USC00401720        1248Q
USC00401790        1682S
USC00401795        1432Q
USC00401808        1417S
USC00401887         838R
USC00401950        1790R
USC00401957        1397S
USC00402009        1198S
USC00402024        1016R
USC00402108        1710C
USC00402202         920S
USC00402360        1368S
USC00402388        1212R
USC00402489        1353S
USC00402589        1465S
USC00402600        1529S
USC00402711        1532Q
USC00402806        1009S
USC00402934        1059R
USC00402989        1410Q
USC00403040         861R
USC00403074        1647S
USC00403280        1544S
USC00403370        1429R
USC00403420         930S
USC00403447        1983R
USC00403465        1342Q
USC00403636        1305Q
USC00403679        1169S
USC00403938        1392R
USC00404033        1397Q
USC00404223        1338R
USC00404417        1628S
USC00404561        1826S
USC00404568        1738Q
USC00404590         889Q
USC00404613         997R
USC00404858        1225S
USC00404871        1431R
USC00404876        1458S
USC00404946        1339S
USC00404987        1575S
USC00405035        1560R
USC00405040         906R
USC00405089        1339S
USC00405108        1554R
USC00405118        1478Q
USC00405158        1546S
USC00405187        1400S
USC00405210        1612R
USC00405214        1451Q
USC00405278        1379R
USC00405332        1219S
USC00405358        1397R
USC00405431        1197R
USC00405525        1345Q
USC00405595        1224R
USC00405681        1712S
USC00405882        1512S
USC00405956        1926R
USC00405966        1969Q
USC00406012        1642R
USC00406162        1020R
USC00406170        1091R
USC00406180        1049Q
USC00406271        1225R
USC00406272        1166R
USC00406274        1938R
USC00406292         577R
USC00406308        1414Q
USC00406328           1R
USC00406330        1570Q
USC00406340        1619R
USC00406371        1487S
USC00406435        1527S
USC00406471        1600R
USC00406493        1057R
USC00406534        1282S
USC00406619        1048S
USC00406806        1482R
USC00406829         920R
USC00406977        1430S
USC00407015        1609R
USC00407141         970Q
USC00407184        1258S
USC00407359        1485S
USC00407459        1409S
USC00407710        1690R
USC00407808        1309Q
USC00407834        1198R
USC00407884        1046R
USC00408065        1481R
USC00408108        1799R
USC00408160        1699S
USC00408179        1378R
USC00408184        1317R
USC00408246        1542S
USC00408405        1163S
USC00408414        1324R
USC00408445         906R
USC00408522        1300R
USC00408540        1195Q
USC00408562        1471S
USC00408868        1036S
USC00408886        1383Q
USC00408916        1413R
USC00408953        1457Q
USC00409065         754R
USC00409155        1326S
USC00409219        1511S
USC00409431        1361Q
USC00409434        1096Q
USC00409481        1432Q
USC00409492        1493R
USC00409493        1486Q
USC00409502        1312S
USC00409691        1377Q
USC00409709        1408Q
USC00409800        1278R
USC00409866        1336S
USC00410012        1367Q
USC00410013        2290Q
USC00410040        2376R
USC00410120        2228R
USC00410144        3717R
USC00410174        1445R
USC00410204        2586R
USC00410206        2092Q
USC00410225        3309S
USC00410235        2703S
USC00410248        2182R
USC00410257        3001S
USC00410268        2515R
USC00410305        3090R
USC00410313        2419S
USC00410337        2641R
USC00410345        3623Q
USC00410394        2305S
USC00410404        2352S
USC00410408        2201R
USC00410431        2710Q
USC00410433        2637Q
USC00410482        2601S
USC00410493        2455S
USC00410498        2076S
USC00410518        2575S
USC00410569        3170R
USC00410586        2970R
USC00410611        2852Q
USC00410613        2870R
USC00410639        3237S
USC00410655        2760Q
USC00410665        2565R
USC00410690        3574R
USC00410691        2484R
USC00410764        1989R
USC00410779        2182R
USC00410805        3506R
USC00410832        2341S
USC00410902        2364S
USC00410923        2076R
USC00410926        2185Q
USC00410950        3512R
USC00410958        1717S
USC00410984        2072R
USC00411000        1504S
USC00411007        2827R
USC00411013        2827R
USC00411017        2227S
USC00411033        1128S
USC00411042        2546R
USC00411048        2826S
USC00411063        2167R
USC00411128        1756C
USC00411138        2396R
USC00411246        2327R
USC00411250        2378S
USC00411267        1134Q
USC00411337        3506R
USC00411348        1837R
USC00411398        2372R
USC00411412        1578R
USC00411416        2814S
USC00411429        2568S
USC00411430        1433R
USC00411486        3564R
USC00411492        2624R
USC00411500        2397R
USC00411524        3920S
USC00411528        3878R
USC00411541        2705Q
USC00411578        2474C
USC00411596        2406R
USC00411649        1313R
USC00411651        3489R
USC00411663        3388S
USC00411671        2934Q
USC00411694        2046R
USC00411715        1210S
USC00411720        3318R
USC00411772        2066S
USC00411778        1324R
USC00411800        2497C
USC00411810        2468S
USC00411870        2548R
USC00411875        2532S
USC00411880        2974Q
USC00411903        2180R
USC00411911        3079R
USC00411934        2522R
USC00411956        2820R
USC00411974        1992R
USC00411995        2411R
USC00412011        3543Q
USC00412012        1574R
USC00412013        3441Q
USC00412019        2537S
USC00412082        2319R
USC00412114        2593R
USC00412121        1678S
USC00412125        3291Q
USC00412160        3822S
USC00412173        3108S
USC00412225        2603R
USC00412235         946R
USC00412238        1131Q
USC00412266        2815S
USC00412334        2095Q
USC00412352        2098R
USC00412354        1804S
USC00412361        3215R
USC00412394        2248R
USC00412404        2516S
USC00412408        1586R
USC00412458        3416R
USC00412464        1167S
USC00412585        2553R
USC00412590        2693R
USC00412593        2365Q
USC00412598        2170R
USC00412617        1341R
USC00412677        2469R
USC00412679        3600R
USC00412715        2104R
USC00412741        2135Q
USC00412758        3995Q
USC00412786        3201Q
USC00412793        2233Q
USC00412794        1550R
USC00412809        1968Q
USC00412816        2004Q
USC00412820        2943S
USC00412902        2018R
USC00412906        3776R
USC00412950        3856Q
USC00413005        2418S
USC00413047        2417R
USC00413060        4363S
USC00413063        3547R
USC00413133        2463R
USC00413183        2984R
USC00413201        3035S
USC00413214        1644S
USC00413225        1533R
USC00413257        2216R
USC00413262        1169R
USC00413266        1968R
USC00413280        2436R
USC00413285        2631R
USC00413289        2579Q
USC00413299        3283R
USC00413321        2737R
USC00413329        2248S
USC00413340        3152S
USC00413341        3513R
USC00413368        1172S
USC00413411        2365R
USC00413420        2214R
USC00413445        1991R
USC00413485        2316R
USC00413507        2635S
USC00413546        2112R
USC00413591        2211R
USC00413614        2205R
USC00413618        3157S
USC00413622        2927S
USC00413668        2300S
USC00413675        2395Q
USC00413680        2623R
USC00413686        2708R
USC00413691        2493R
USC00413734        2647S
USC00413778        2300R
USC00413787        1375S
USC00413828        2166S
USC00413873        2997S
USC00413877        2352R
USC00413943        3945S
USC00413972        1191R
USC00413979        1063Q
USC00413992        2270S
USC00414058        3721S
USC00414077        2487Q
USC00414081        2286S
USC00414093        2336R
USC00414098        1334S
USC00414137        2248S
USC00414182        2543S
USC00414202        2143Q
USC00414254        2997Q
USC00414278        2080R
USC00414326        3322R
USC00414328        2761R
USC00414333        2687R
USC00414348        2840R
USC00414375        1933R
USC00414382        2728S
USC00414483        2413R
USC00414517        2235R
USC00414525        2482R
USC00414570        2060S
USC00414577        2237R
USC00414597        2392Q
USC00414605        2579S
USC00414670        2138R
USC00414696        3141R
USC00414705        2416S
USC00414710        2273Q
USC00414770        1525R
USC00414775        2153Q
USC00414782        2282S
USC00414792        2547R
USC00414903        2947S
USC00414911        4268R
USC00414931        2305S
USC00414950        3549S
USC00414967        2150R
USC00414974        2290R
USC00414976        2222R
USC00414979        2479R
USC00414980        2327R
USC00414982        2481S
USC00415013        1719S
USC00415018        2650R
USC00415048        3441S
USC00415060        4289S
USC00415094        2551R
USC00415120        2227Q
USC00415183        1580S
USC00415193        2685S
USC00415196        2806R
USC00415247        1519S
USC00415265        1534S
USC00415271        2872S
USC00415272        2841S
USC00415341        2430R
USC00415344        2430Q
USC00415415        2212R
USC00415429        2800S
USC00415435        2632Q
USC00415454        3163R
USC00415477        2613S
USC00415579        1429R
USC00415596        1001R
USC00415611        2646S
USC00415618        2356S
USC00415650        2080R
USC00415658        2018S
USC00415659        2790S
USC00415661        3367R
USC00415701        4175R
USC00415707        2679R
USC00415721        4136S
USC00415742        2337R
USC00415757        2468S
USC00415766        1935R
USC00415770        1600S
USC00415821        2000S
USC00415822        2025S
USC00415836        3639Q
USC00415852        2127Q
USC00415869        2506R
USC00415875        1466R
USC00415888        2100R
USC00415891        2490S
USC00415954        2415Q
USC00415956        2167R
USC00415972        4409R
USC00415999        2437R
USC00416074        1474S
USC00416104         929S
USC00416108        2135S
USC00416119        2070S
USC00416135        1221S
USC00416137        1366S
USC00416146        2400R
USC00416177        2475R
USC00416210        2579R
USC00416276        2691R
USC00416286        3046R
USC00416368        2932R
USC00416499        2392R
USC00416502        2532Q
USC00416636        2273S
USC00416644        1189R
USC00416680        2424R
USC00416733        2313Q
USC00416734        2341R
USC00416739        2849Q
USC00416740        2305R
USC00416742        2268R
USC00416747        2392S
USC00416776        1413S
USC00416780        2838R
USC00416781        2735R
USC00416785        1265S
USC00416792        2381S
USC00416794        2540S
USC00416879        2664S
USC00416892        2513R
USC00416893        2327Q
USC00416932        2275S
USC00416950        1261S
USC00416959        2910R
USC00417020        2927R
USC00417028        2502R
USC00417044        1238R
USC00417066        2362Q
USC00417074        1551R
USC00417079        1556C
USC00417081        1393Q
USC00417111        3200R
USC00417140        3179R
USC00417170        3549R
USC00417179        3735S
USC00417183        3263Q
USC00417184        3613R
USC00417186        3125R
USC00417206        2134R
USC00417215        3219S
USC00417232        2004R
USC00417262        3672S
USC00417300        2436R
USC00417327        2299S
USC00417336        2104R
USC00417388        2431Q
USC00417458        3920S
USC00417481        2628R
USC00417497        2822R
USC00417530        3045R
USC00417533        3057R
USC00417550        2714Q
USC00417588        2470Q
USC00417622        4187R
USC00417624        3471Q
USC00417633        2143R
USC00417669        2402R
USC00417677        3664S
USC00417704        3560R
USC00417706        2042R
USC00417743        2086S
USC00417782        2285S
USC00417841        2252R
USC00417920        1860R
USC00417936        2517S
USC00417944        2269Q
USC00417947        2879R
USC00417951        2411Q
USC00417981        3711Q
